sample_id	label	1,2-anhydro-myo-inositol	1-hexadecanol	2-hydroxyglutaric acid	2-isopropylmalic acid	2-ketoisocaproic acid	3,6-anhydrogalactose	3-hydroxy-3-methylglutaric acid	4-hydroxyproline	alanine	alpha ketoglutaric acid	arabinose	arabitol	arachidic acid	asparagine	aspartic acid	behenic acid	benzoic acid	beta alanine	butyl stearate	caffeic acid	cellobiose	cis-caffeic acid	citramalate	citric acid	citrulline	conduritol-beta-epoxide	cysteine	dehydroascorbate	erythritol	fructose	fucose	GABA	galactinol	galactonic acid	galactose	galacturonic acid	glucoheptulose	gluconic acid	glucose	glucuronic acid	glutamic acid	glyceric acid	glycerol	glycerol-3-galactoside NIST	glycerol-alpha-phosphate	glycine	guanine	heptadecanoic acid	homoserine	indole-3-lactate	inositol myo-	inulobiose	isocitric acid	isogalactinol	isoleucine	isothreonic acid	lactic acid	Lauric acid	leucine	lysine	lyxitol	malate	maleic acid	maltose	mannitol	melibiose	methionine	N-acetyl-D-hexosamine	N-acetyl-D-mannosamine	nicotianamine	octadecanol	Oleic acid	ornithine	oxoproline	palmitic acid	pelargonic acid	phenylalanine	pipecolic acid	proline	pseudo uridine	putrescine	quinic acid	ribonic acid	ribose	saccharopine	serine	shikimic acid	sophorose	sorbitol	spermidine	Stearic acid	suberyl glycine	succinic acid	talose	tartaric acid	threitol	threonic acid	threonine	trehalose	tryptophan	tyrosine	uracil	urea	uridine	valine	xanthine	xylitol	xylose	variety	variety_group
string	string	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	discrete	discrete
meta	meta																																																																																																													meta	class
421590	Riesling, CA 2004	13635	3943	27305	1847	697	6020	1771	8478	299588	330	28489	4599	1606	6707	20679	1676	3338	3736	2556	2359	9747	2142	26126	38793	10828	37831	1868	4407	64747	636331	12387	202870	2374	1137	111669	185219	1763	2543	504942	1764	12110	1872	1.20682e+06	11530	1143	49218	290	2851	2281	897	270518	1859	3646	2037	12025	2921	1.02086e+06	5266	38777	27962	4677	25579	159105	3361	447690	4079	2316	7972	5836	331	848	299	67023	169596	11935	8664	10772	12186	953535	2024	16217	2099	1445	5889	252	19588	27926	6955	101929	1026	64191	1094	419767	2802	577898	8018	4826	9913	1899	1892	10437	5786	2101	92	31620	598	2380	27050	Riesling	Riesling
421594	Riesling, CA 2004	17105	3266	35395	2660	652	7835	2307	11920	313924	1336	36283	3775	1123	8726	27633	2387	6599	5211	13466	2857	14307	2810	37878	57183	10575	47079	1948	5861	78738	429775	17077	246447	3772	1414	173788	215087	4144	3566	502146	2093	17825	3819	776186	16849	1374	65827	698	2199	3172	1433	327140	3055	5243	3535	15133	3329	942382	5717	45897	36784	5244	33582	469240	3808	428780	7543	3288	11823	8224	509	826	497	84193	216843	17130	41345	15338	17465	1.20048e+06	3360	20856	2720	1731	7013	495	29649	38596	12110	120888	1349	128573	1387	434658	36989	338392	11175	6260	13834	2566	3042	10509	8126	3351	129	38572	780	3579	30994	Riesling	Riesling
421599	Riesling, Finger Lakes, NY 2004	24045	2396	31624	1797	852	5318	2319	12237	235477	1407	93808	1841	1718	12749	38303	2330	5799	1923	961	3461	15742	3358	11855	43597	7172	13466	456	5165	31135	431947	10641	122284	2516	1135	791942	269938	2421	8114	965593	2198	15530	4168	755436	26590	1676	58750	467	2525	2388	1790	268661	1039	5215	2659	14756	2001	1.47875e+06	8472	43689	31675	3195	186862	61629	5189	141313	10678	3436	5987	10062	538	577	195	62828	250959	9348	23100	17029	6297	405128	1872	4870	2198	1682	6896	63	21823	92518	7148	40538	1677	59434	1533	437300	121289	444969	3666	3450	12633	8115	2113	31530	8260	1593	219	37630	1028	815	18357	Riesling	Riesling
421603	Riesling, Finger Lakes, NY 2004	35316	1023	29315	1595	155	4809	399	10462	231120	1132	92588	2704	1123	11884	34603	1289	4869	1784	640	3442	9882	2425	10874	38461	5101	13355	599	5573	28846	584983	9905	118256	1570	5350	435876	273659	1926	6580	650241	1990	14478	3178	744472	24648	1285	56303	367	927	1919	1483	270113	923	4488	1917	13691	1872	1.65147e+06	6431	40769	31152	2459	157475	41359	3841	129845	7194	3070	3039	9052	285	459	141	56775	236956	5781	8089	16498	6314	360625	1515	4058	1917	1612	6918	256	16775	85972	4232	43080	1477	42196	1413	419019	616338	426122	3314	3309	12470	5115	1898	27070	5161	1175	126	35547	818	1019	20579	Riesling	Riesling
421607	Riesling, Finger Lakes, NY 2004	25959	2465	33820	2203	469	5805	1496	14806	262102	1203	100462	2708	1629	15701	43941	2243	7058	2162	1304	3876	19489	3587	14289	46592	9861	14378	1250	6021	33713	305079	11846	136071	3288	1209	348963	305291	2867	8117	110425	2558	17751	3682	854768	30843	2225	69218	455	2614	2692	1960	297136	1158	5412	3115	17778	2474	1.60054e+06	8145	48943	36020	2938	194659	73674	7650	130761	13049	3496	10634	10856	421	698	234	41951	292683	9465	29090	18714	7089	438953	1877	4813	2382	1969	8045	493	26019	102821	7938	41300	2077	56204	1773	523206	759766	485551	4250	3678	13456	10196	2380	34405	11046	2536	105	47571	991	1077	21394	Riesling	Riesling
421611	Riesling, Finger Lakes, NY 2004	39650	560	31615	2007	664	5100	1430	10340	247843	1002	102742	3209	846	13977	36619	1528	5466	1739	858	4201	11359	2476	12554	42357	4908	13904	2826	5533	34740	506462	13009	127341	1561	986	50170	273663	1977	7349	79777	2203	16072	3931	509340	25921	1550	66243	378	2261	2325	1640	311941	892	4969	1826	15775	2089	1.92126e+06	38960	44949	30510	3712	188665	46671	4326	188446	7581	3182	10320	9666	314	374	106	53172	265018	4672	8347	17596	6483	382850	851	6199	2264	1947	7208	217	20520	93286	4533	46254	1413	33838	1539	485578	1.17322e+06	469844	3992	3670	13324	6557	1981	29065	5658	4061	122	42526	680	1341	23095	Riesling	Riesling
421615	Riesling, Finger Lakes, NY 2004	22163	1071	28875	1521	625	4672	1879	11509	204506	1239	80318	3084	1998	12186	30231	2230	8094	2458	3652	3390	12534	3156	10661	35719	6686	11236	74	4579	27416	404991	10416	107604	2134	5417	322697	231074	1835	5936	955780	1737	13338	3849	777675	24664	1967	55240	313	2565	2063	1560	255575	903	4581	2204	14627	1659	1.22616e+06	5765	38192	27814	3168	170057	57444	4562	119619	8924	2610	3539	8742	275	295	358	31979	223010	12541	19226	13784	5509	275116	1449	7995	1851	1568	6064	319	20478	78414	5352	33076	1254	138272	748	459948	524804	382937	3654	3019	11794	7170	1960	26052	9770	2071	80	39403	677	686	14959	Riesling	Riesling
421619	Riesling, Finger Lakes, NY 2004	32102	2488	26767	1436	808	4514	1866	10457	223441	951	81705	2032	1595	9953	32523	1368	6679	935	2307	2514	8633	2430	9450	33624	5309	10173	618	4307	22445	547460	8665	104974	1330	690	471350	209602	1512	5581	194230	1753	12239	3268	1.03152e+06	18655	868	51296	309	1504	1700	1063	238597	710	3450	1325	12324	1684	1.56618e+06	6071	38502	24501	2282	169335	42843	3037	154878	5841	2805	8004	6874	323	1133	386	44488	180002	11165	13926	14564	5033	346550	1286	3711	1681	1363	5621	273	15951	71529	3161	33755	1313	73496	1235	373234	399453	362528	3237	2873	10164	4097	1549	23581	6960	1385	151	33692	492	824	16461	Riesling	Riesling
421624	Sauvignon Blanc, Lake County, CA 2001	14977	2961	97242	7876	262	4216	2135	7875	118912	3254	75146	3919	1824	8069	22177	2640	4994	7155	6789	958	11653	839	11247	144644	10123	40747	2268	13515	52324	368819	20939	199191	2135	2632	525243	161772	3182	2793	855162	1189	5117	6804	930896	14895	1281	53559	320	1989	3232	703	352625	1191	7674	3988	14063	2969	209261	8105	46662	32671	2626	198722	82255	10744	114869	9027	3592	10612	8961	299	1871	272	61420	125009	15273	17015	11688	15474	1.18501e+06	424	45509	2550	2283	8440	114	12650	23587	10259	124608	588	99132	1634	892346	23224	566348	13132	8896	8136	21936	214	22126	10231	2866	90	28040	478	5021	18728	Sauvignon Blanc	Sauvignon Blanc
421628	Sauvignon Blanc, Lake County, CA 2001	16676	0	106516	9719	0	5154	0	0	144918	3207	128107	2965	0	0	20536	2065	5348	8095	0	0	16198	0	12483	157836	7711	51866	0	15232	68043	545699	24705	253051	0	0	56731	219741	3220	2929	0	1308	7929	5960	698778	0	0	64181	0	0	2548	798	487747	1481	8231	5784	14863	3114	281272	8121	53278	36941	3285	309991	40176	0	95050	5887	3523	14963	10708	0	583	81	60283	126504	14306	13985	13341	16747	1.21688e+06	0	56620	3175	2379	9382	0	11867	26275	16811	182480	0	82279	0	1.05278e+06	0	617448	15949	9726	8638	28917	0	23925	0	5825	0	32503	0	5623	23403	Sauvignon Blanc	Sauvignon Blanc
421632	Sauvignon Blanc, Lake County, CA 2001	14014	0	120224	11037	766	4626	0	0	158209	4222	117392	0	0	0	27135	0	5796	9396	3713	0	5123	790	14407	156116	6791	38065	0	14208	70721	388768	22740	256654	0	978	41015	153312	2086	2689	14103	929	6204	7207	1.09427e+06	0	964	72609	0	0	2215	571	331743	596	8293	0	17793	3609	266345	9919	65440	33767	3055	281915	144467	0	17128	0	3831	5424	7684	0	1582	291	63645	158243	12042	18844	13716	18253	1.50102e+06	0	53287	2975	2706	10125	0	15753	26644	3995	122284	0	70001	0	1.17209e+06	0	713567	17992	10964	11842	8881	0	21484	0	5207	0	37632	0	5532	20682	Sauvignon Blanc	Sauvignon Blanc
421636	Sauvignon Blanc, Lake County, CA 2001	19086	0	116442	9612	703	5360	0	0	133606	3632	114602	0	1486	0	25717	2689	0	9014	4826	0	16739	986	13206	174071	7159	52826	0	15366	58508	440078	24873	237244	0	1251	51229	184686	3816	3423	1.01537e+06	1397	7059	5091	934103	0	1717	58893	363	0	0	912	428421	1613	9633	6157	15947	3238	235105	9302	55845	41663	3292	253151	142124	0	184061	0	3597	12002	10042	0	1402	307	81758	149489	15444	14728	13833	15647	1.34574e+06	718	53623	3292	2652	9912	0	14217	27308	14983	157423	0	103311	0	1.05331e+06	0	667019	15267	10516	9795	29530	0	28032	0	0	45	32260	0	5576	20073	Sauvignon Blanc	Sauvignon Blanc
421640	Sauvignon Blanc, Lake County, CA 2001	17380	3725	110316	10069	538	4677	0	0	114647	4822	112338	3773	1993	0	25680	0	8319	9488	15528	1063	17468	952	13211	174980	7911	49397	0	16694	62676	416103	23251	232562	0	1555	43349	204339	3827	4102	979261	989	6487	6427	1.36035e+06	0	1401	64532	0	3748	4077	731	424283	1583	9286	6858	15780	3554	204994	10240	53689	41104	3128	285604	128887	0	85784	6008	0	13328	10888	0	1307	975	65188	152194	22436	36088	14207	15237	1.24164e+06	0	53942	3255	3050	9001	0	14650	28495	16373	144913	399	165002	1057	917772	0	677237	15960	10666	8055	31075	0	28886	0	5212	0	30034	605	5776	19600	Sauvignon Blanc	Sauvignon Blanc
421644	Sauvignon Blanc, Lake County, CA 2001	16172	0	114722	9509	890	4567	0	0	132589	5157	108959	3132	3035	0	24403	2530	0	7758	11166	17021	13126	6799	13915	170524	8634	53622	0	14797	62464	423238	70584	230217	0	0	46963	174701	3510	3876	0	1447	7857	7881	1.0337e+06	0	2688	65039	0	3257	2996	716	427973	4686	8750	4019	16966	3232	235343	12845	0	37905	36028	290591	111993	0	93024	0	0	0	9782	0	682	925	68287	147467	22343	30975	13160	14094	1.20282e+06	0	169008	3104	2330	12909	0	18074	27882	10189	158547	0	183373	0	1.01326e+06	0	664922	22643	10623	8397	22517	0	29356	0	0	0	37762	0	5353	19513	Sauvignon Blanc	Sauvignon Blanc
421674	Sauvignon Blanc, Napa, CA 2004 (SB03)	13350	5615	134698	5169	636	2832	3221	12961	402057	2686	170848	4728	2542	11349	22979	4415	10153	10249	1424	1167	35053	669	39929	240760	16584	57460	13428	13772	110972	180795	22875	592946	3435	2162	45002	292672	4606	5011	202129	3592	19575	5459	802264	15636	2663	87065	256	2149	3780	742	506542	1309	10376	3283	7872	5716	181080	10497	30241	16833	5700	523770	116445	31074	80778	17155	2512	15211	14918	677	2465	110	125708	240377	15298	17919	11184	10428	1.38019e+06	1297	36704	5768	4775	8836	969	14870	63422	28677	146580	996	84262	1322	781609	2718	694342	21784	26041	7463	64963	1396	34885	11700	4566	186	31433	862	4047	21774	Sauvignon Blanc	Sauvignon Blanc
421678	Sauvignon Blanc, Napa, CA 2004 (SB03)	12405	4700	118494	4829	981	2412	2294	12327	399047	2017	174720	4113	1963	9637	19824	3833	16180	8805	1482	1576	23733	1049	35037	208906	18658	51504	197	11680	101987	166926	21828	563547	2519	2112	39294	324992	3215	5179	197750	3702	15370	5854	1.3585e+06	12002	2817	72143	173	2967	3895	696	467219	1004	9272	2294	7440	5208	195510	11611	30189	14455	5242	524831	93487	20365	48709	10643	2164	12844	13341	466	1726	458	92987	234358	18898	20821	11149	11973	1.25428e+06	1100	34091	4854	4127	7902	712	11795	50308	17684	138443	1007	97538	1218	800516	2312	567432	19810	24649	4938	45431	933	31657	11251	3915	157	30633	576	3495	20722	Sauvignon Blanc	Sauvignon Blanc
421682	Sauvignon Blanc, Napa, CA 2004 (SB03)	13792	2440	129406	4752	769	2479	3203	13104	376612	2474	185236	2055	2292	12620	20796	3845	5971	10249	1200	1336	28593	1053	37669	225442	14956	52602	5564	13091	95838	170555	23125	566823	2919	2200	43021	312792	3958	5172	201331	3861	21343	3302	1.18853e+06	16452	3020	76058	305	2935	4158	801	461007	1634	10395	2981	7412	5827	183279	9369	29840	16837	6373	444558	191847	26370	116936	15030	2210	13874	14050	806	1435	108	120712	241502	12537	12488	11045	14483	1.30447e+06	631	32707	5623	4691	7627	1025	14165	58271	23124	160599	490	67373	1281	668774	2849	678377	19487	24330	8665	58095	1229	35594	12446	5173	216	28551	703	3602	20605	Sauvignon Blanc	Sauvignon Blanc
421686	Sauvignon Blanc, Napa, CA 2004 (SB03)	13658	2113	125960	4884	366	2388	2645	13330	382427	2874	182617	3778	1824	11718	20510	3195	5589	9518	1241	1423	30651	803	37080	227789	16068	56360	5129	14256	107455	175258	22879	569135	3463	2476	45502	323899	4037	5078	201539	4480	20547	8217	1.22216e+06	16216	2831	71724	256	2964	3987	637	485362	1775	10433	3170	7438	5764	171449	8581	28789	17128	6167	486817	113815	31739	121210	15156	1988	14343	15159	719	1159	276	120589	234993	12084	12241	11742	15214	1.28305e+06	1808	33686	5227	4765	7512	1052	12880	56689	27166	145468	597	68964	1914	673187	2111	680897	19553	23315	3582	58236	1547	36251	12845	2749	201	28212	673	3865	20033	Sauvignon Blanc	Sauvignon Blanc
421690	Sauvignon Blanc, Napa, CA 2004 (SB03)	11822	3786	118580	4733	477	1839	2126	11080	406127	2126	166214	3519	2147	9281	19132	2051	9671	8571	942	1405	17869	444	34629	202400	12029	45159	6936	10975	95632	159107	21119	610778	1667	1923	30695	269933	3226	4017	183549	3374	16885	5277	1.37536e+06	11146	1910	77160	201	1009	3162	692	413227	1042	9237	1577	7661	5536	188730	9053	31042	13997	5101	516976	194865	17363	66381	7768	1577	12338	10942	528	1501	174	101923	227481	15583	15726	10448	14001	1.38084e+06	1294	33388	4356	3960	6746	362	11947	47969	13636	130719	816	83373	1622	810631	2107	618785	18028	23385	7092	36210	911	28364	9618	5181	161	30613	577	3672	19023	Sauvignon Blanc	Sauvignon Blanc
421694	Sauvignon Blanc, Napa, CA 2004 (SB03)	12337	2189	116021	4189	815	2296	739	10685	421006	1937	162659	4329	2467	12643	17993	2325	15055	8601	1181	4313	25509	1094	33074	188517	14019	47942	12909	11173	98363	155066	21958	547683	2529	2227	40769	324363	3350	4755	175693	4091	16816	6130	1.35632e+06	12159	3069	72641	259	3134	3743	786	443977	1192	9167	2219	9566	5275	225036	10734	29597	12934	5749	511494	72860	23689	87455	12617	2297	15284	12446	450	421	62	84993	198071	9267	17862	9737	11547	1.31228e+06	1359	37311	4291	4719	7459	613	15509	48001	18978	135033	858	98098	1364	860630	4727	632244	17816	22555	6310	50056	1036	30538	9628	5975	124	35749	722	3298	18352	Sauvignon Blanc	Sauvignon Blanc
421699	Sauvignon Blanc, Napa, CA 2004 (SB04)	11808	2300	156747	3194	692	1653	3066	8630	188236	1297	37253	1627	2405	11139	26906	4105	5424	8682	2841	2008	52125	876	22834	159437	1637	38607	1681	11769	132614	116151	17520	346904	3140	812	24156	95142	3327	633	184298	5775	12466	2774	2.33084e+06	11542	841	95833	766	2183	3099	928	425341	1015	7596	5104	14551	3258	126996	6236	70185	44635	4200	396364	141866	31919	209164	3210	4925	8986	14392	484	948	433	11142	159982	20232	13754	20017	6928	1.01539e+06	1644	33578	6418	1596	8986	764	13413	51111	25366	102554	1007	112136	2397	837617	1675	928512	20353	8249	11772	74402	434	28455	2943	3355	185	37312	756	3357	18031	Sauvignon Blanc	Sauvignon Blanc
421703	Sauvignon Blanc, Napa, CA 2004 (SB04)	13876	3967	226876	4854	799	2735	3781	20657	211570	4145	52902	3921	3772	11251	28017	5076	8836	11311	16467	1873	77717	1808	35383	215056	2078	48504	111	15691	187030	149998	25072	445544	5118	1186	39135	124531	4912	500	232286	9922	14613	7335	1.14368e+06	15252	1552	130066	1296	5067	5081	1342	506668	1598	10613	8439	15057	4667	146027	11540	61216	61017	5013	566953	183989	46595	247814	4951	3775	12981	20002	618	1188	980	8681	259839	31942	39157	21684	7514	624971	1887	42231	8629	2628	12579	973	14213	71311	37061	137067	1387	254182	3495	1.02541e+06	651	601479	26008	12702	15531	107371	1042	41792	42597	4575	175	38519	1815	4370	26136	Sauvignon Blanc	Sauvignon Blanc
421707	Sauvignon Blanc, Napa, CA 2004 (SB04)	11266	4201	154048	3811	991	2047	3301	9317	194605	1672	37841	3201	2040	11134	29202	3721	7043	8790	1263	2008	54335	1372	23268	164140	1528	39599	3616	11870	128274	118238	17274	352440	3345	903	26464	106199	3685	537	187226	1992	11666	4460	2.4178e+06	11150	2758	92771	713	2681	3864	1068	439063	927	7607	5837	15162	3939	179880	11088	71457	49095	3909	373182	70054	35321	214921	3555	4723	11717	15750	520	1405	532	16553	164204	18405	18413	18479	6201	1.0711e+06	1493	33193	6556	2217	9315	889	14671	53297	27962	102194	992	106812	1571	771293	1314	790641	18560	9296	12663	84266	688	31468	10399	4345	193	38326	1036	3287	20340	Sauvignon Blanc	Sauvignon Blanc
421711	Sauvignon Blanc, Napa, CA 2004 (SB04)	9157	2604	184436	4231	1300	2467	4576	15450	209953	3005	44608	2353	2451	10740	37836	1852	10943	11287	21240	1609	35627	1034	30176	176586	2027	39187	1551	12697	165454	122406	21120	394176	1807	971	26665	104684	3203	385	188042	15132	12551	13480	1.35139e+06	9876	1244	126928	867	2066	4370	598	404998	797	9461	2974	20841	3992	155627	11618	99234	52005	4370	476974	178139	20886	259630	1945	5410	8258	14607	453	1910	463	19345	223397	17327	117521	24311	8641	1.42871e+06	1447	35813	7585	2375	10260	656	20952	63580	14911	94728	1146	112016	3564	1.10875e+06	581	491550	24995	10874	9891	48748	605	33229	28170	4315	285	47954	1427	3521	22125	Sauvignon Blanc	Sauvignon Blanc
421715	Sauvignon Blanc, Napa, CA 2004 (SB04)	12687	3599	194821	4261	657	2617	3702	17901	206723	2983	46599	3850	3766	9775	26834	4336	7151	12519	13809	1615	63413	1549	32285	203011	1815	45756	712	13153	182543	139453	21195	406880	4247	1206	28911	116279	3281	391	211886	2144	13984	2004	1.12344e+06	14127	1122	121957	986	5290	4636	967	454520	1406	8861	6819	16480	4226	130363	11911	73169	60174	4474	510705	174914	41297	203993	4010	3774	11439	17164	557	1315	1323	8119	239235	27105	34802	22059	7485	800997	2194	38372	7525	2547	10617	880	14513	60848	32185	96819	1319	231442	1307	1.11584e+06	2430	998031	25210	11521	12298	94849	836	37221	37827	4887	99	39710	1311	3826	21601	Sauvignon Blanc	Sauvignon Blanc
421719	Sauvignon Blanc, Napa, CA 2004 (SB04)	5059	2285	176443	4239	780	2866	3926	10807	243719	1708	47016	2168	2855	13771	32129	2704	6266	9242	3675	1918	47705	1245	24750	194169	2044	45768	3082	13946	168593	142744	21205	411928	2745	709	28890	110133	3491	682	215860	3461	13586	4415	787758	12566	1830	107469	825	3974	3648	1172	524479	898	9117	5344	17650	4042	180335	9715	83642	57715	4590	463559	161638	30835	303349	3245	6298	13726	16800	454	900	315	18331	194928	15092	15439	23062	7067	1.24558e+06	1510	37629	8239	2119	11099	998	16715	66040	23592	115287	1675	115704	2130	924057	2853	1.20751e+06	21923	9782	11820	70865	774	35739	10671	3838	205	42961	1314	3752	23715	Sauvignon Blanc	Sauvignon Blanc
421474	Viognier, Dunnigan Hills, CA 2004	21306	2532	121483	6570	748	3388	2487	8789	206641	2877	74791	9132	2651	12706	26457	2990	8853	11053	7142	1129	29778	440	23567	182849	21743	107768	6051	10560	163955	119370	15347	427896	7229	2087	32356	85862	4640	5350	258006	1055	10646	9844	575663	17867	3700	85016	1057	3715	2590	229	590853	31491	8908	7603	23816	10925	231523	30704	72004	46782	7286	371662	103382	13110	172239	36830	5204	27240	10254	694	547	309	132279	130451	13588	33330	16205	14677	2.3221e+06	4816	39469	4972	5056	6420	964	19634	10361	18936	229949	2501	96462	1124	891198	4462	450379	28089	17256	13392	8672	3630	35717	12905	12456	188	40278	821	5912	27398	Viognier	Viognier
421478	Viognier, Dunnigan Hills, CA 2004	9893	3347	125207	6900	439	3418	6556	8435	168613	2789	82594	10297	2045	10726	26688	3335	9173	11311	1684	1055	3980	449	23735	189778	15511	113862	3409	10513	170796	115383	15834	452524	8330	2117	35450	100057	5408	6430	259300	3636	10101	8056	977508	5141	2764	85524	1086	2984	2713	174	405303	29177	9839	8528	21118	10843	191288	31924	68966	47054	7706	362611	140453	13329	146233	38038	5121	25739	11115	677	865	199	146901	139585	10845	13906	16342	14096	2.14132e+06	5000	43769	5201	5576	6287	846	18233	11186	22052	221516	2362	51954	1612	952696	4887	471218	28547	18539	12300	8309	3730	37511	11990	14406	155	36145	908	5951	26375	Viognier	Viognier
421482	Viognier, Dunnigan Hills, CA 2004	23393	3552	120217	6936	909	3391	5911	8418	182029	3499	82157	9513	2120	11213	27852	3719	6522	10728	1769	1111	3267	445	24822	198839	13358	115069	289	11278	145139	119472	14775	425162	9476	2189	30238	95395	4614	6768	265173	1098	9630	7437	533105	5381	3570	87892	1168	3024	3136	208	597426	33545	10325	9287	22430	11665	209484	10435	72322	46247	7742	377973	128163	13376	173271	44190	5903	28522	11316	1236	876	149	119834	141398	12321	18122	16956	14099	2.21024e+06	5526	39167	5379	5524	6382	1071	16128	11279	22065	230700	2561	69054	1913	1.03111e+06	4829	505799	29482	18285	15411	7337	3971	36512	12669	15254	142	37561	1102	6365	28070	Viognier	Viognier
421486	Viognier, Dunnigan Hills, CA 2004	21540	2369	123227	7455	790	3566	5581	9198	183152	3296	82236	9545	1586	9896	29252	2130	8895	11844	5923	922	19457	423	25734	195083	16615	107185	1715	10545	171142	114397	14844	458239	4013	1857	31030	91773	4037	6082	267858	10686	9476	16942	556336	4220	2489	90339	860	2503	3627	243	548017	18900	9741	3992	22958	11509	204144	3344	76087	45521	7312	387536	131787	8091	198373	20784	5980	25964	9709	483	1740	225	160644	147284	10818	14690	17609	15643	2.31582e+06	4562	42675	4936	5238	6098	629	18305	10984	12688	218949	1937	52647	1051	942658	4545	491657	31348	19374	14022	5817	3159	35175	14331	12840	188	36619	701	6331	28590	Viognier	Viognier
421490	Viognier, Dunnigan Hills, CA 2004	20527	2817	117192	6418	517	3598	3941	7953	166880	3755	83840	8528	2098	10007	26328	3356	5989	10390	1791	1146	3599	336	21887	189186	15018	113201	7533	11171	158528	114199	13381	402981	6843	2095	34585	92199	4962	6491	252816	1293	9086	5487	997729	16518	1684	80622	1001	2764	3805	240	562118	26837	9366	6973	20530	10955	192947	32398	66768	46357	7378	350620	230911	14053	143625	32370	5325	26541	11242	729	772	207	153107	128545	10220	15071	15496	13802	2.064e+06	4926	40050	4995	5281	4671	742	15933	10927	17747	223585	2351	65244	1084	908778	5969	472264	26446	17234	11551	8367	4088	36575	10781	11471	245	32712	949	5508	26948	Viognier	Viognier
421494	Viognier, Dunnigan Hills, CA 2004	21072	4239	113118	6389	607	2955	3345	7648	200589	2284	75910	7933	2518	9516	25456	3034	6559	9873	5350	939	3593	539	21534	177375	23974	107644	2668	10416	136296	108448	13449	379974	7452	2094	27137	82926	4711	5506	252732	1020	8649	6100	969307	5176	3311	79296	902	2898	3561	255	591893	30256	9004	7837	20117	9492	242745	5661	68094	44020	6600	342540	91993	12008	159227	34678	5125	25154	10874	545	1901	304	129981	120033	13346	22518	14444	12911	2.27725e+06	4713	37078	4959	4797	5326	690	16444	9812	19090	221632	2372	70268	1638	925862	4783	450735	26188	15547	13320	7904	3559	31896	8899	9768	269	34731	833	5178	24976	Viognier	Viognier
421499	Viognier, Napa, CA 2004	9157	1573	104713	6663	943	1534	4743	11907	76363	1644	86411	4142	2070	34783	26341	2436	3596	5889	9038	730	4845	542	17285	186156	12904	45922	522	11191	85021	228599	10487	414135	2463	1205	20911	119997	3545	1497	557702	776	6956	5543	772752	4148	1407	64456	562	2948	3399	570	396475	7963	6191	4615	11312	8076	170800	7500	46385	29826	2996	346047	256985	6167	61073	8393	2951	13771	14673	902	1103	244	93654	215644	11239	17185	11834	10609	1.93307e+06	517	21065	853	4180	5511	547	9019	17861	12903	93003	985	83571	6403	1.16554e+06	5430	505043	20615	8778	4872	6587	504	21388	12620	2719	72	20312	746	3207	22878	Viognier	Viognier
421503	Viognier, Napa, CA 2004	12483	1463	95385	6134	549	1571	3980	9330	73217	2397	94240	1563	1501	38815	24017	2828	5428	5171	1199	766	3007	412	15533	186336	8717	49995	469	10581	83185	247297	10613	412294	2013	1027	27819	134180	3126	1562	621590	744	6705	5067	655426	9128	1615	60480	546	2778	2908	430	438197	6010	5230	4338	10356	8060	209447	6386	41988	28738	3104	433523	64943	6032	61131	6905	2910	15673	12787	1003	624	169	100559	192842	7593	10919	10560	9457	1.86556e+06	2116	21714	789	4098	5537	281	7820	16946	10326	107626	727	55121	4985	1.29107e+06	28217	485929	20211	8377	6086	5021	624	19793	2449	2440	136	19788	491	3075	22873	Viognier	Viognier
421507	Viognier, Napa, CA 2004	11861	4842	94267	6088	590	1406	3976	9922	73195	1980	83925	3750	2457	34488	26086	2458	4397	5438	6916	844	4301	436	16261	165866	10811	41476	414	11216	82824	222663	10357	377917	1813	1350	247044	114097	3290	1392	515893	666	7156	4083	918139	3642	1494	60534	606	2210	3670	593	378332	6841	5818	3788	11369	7259	177714	9583	41913	26619	2692	375051	113597	5817	53444	7575	3223	13731	12201	740	1285	441	96587	195057	13417	26574	9695	9969	1.94779e+06	627	20308	931	3802	5343	522	9476	15758	10749	83372	780	89408	5608	1.20697e+06	13798	480187	19263	7901	5165	4842	674	20714	8919	3436	222	19190	547	2923	21212	Viognier	Viognier
